Kindly copy this dataset in excel!!!,,,,,,,,,,,,,
,,,,,,,,,,,,,
Transaction ID,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
9111135,West Gear,1185732,10-07-2021,West,Utah,Salt Lake City,Women's Apparel,40,600,24000,12000,0.5,In-store
6049698,West Gear,1185732,11-08-2021,West,Utah,Salt Lake City,Men's Street Footwear,35,750,26250,10500,0.4,In-store
8251655,West Gear,1185732,11-08-2021,West,Utah,Salt Lake City,Men's Athletic Footwear,35,525,18375,6431.25,0.35,In-store
8632167,West Gear,1185732,11-08-2021,West,Utah,Salt Lake City,Women's Street Footwear,30,450,13500,4725,0.35,In-store
4823432,West Gear,1185732,11-08-2021,West,Utah,Salt Lake City,Women's Athletic Footwear,20,375,7500,3000,0.4,In-store
7783450,West Gear,1185732,11-08-2021,West,Utah,Salt Lake City,Men's Apparel,30,350,10500,3675,0.35,In-store
3216888,West Gear,1185732,11-08-2021,West,Utah,Salt Lake City,Women's Apparel,35,525,18375,9187.5,0.5,In-store
6096587,West Gear,1185732,12-09-2021,West,Utah,Salt Lake City,Men's Street Footwear,30,650,19500,7800,0.4,In-store
3117781,West Gear,1185732,12-09-2021,West,Utah,Salt Lake City,Men's Athletic Footwear,25,450,11250,3937.5,0.35,In-store
2683082,West Gear,1185732,12-09-2021,West,Utah,Salt Lake City,Women's Street Footwear,10,350,3500,1225,0.35,In-store
3452620,West Gear,1185732,12-09-2021,West,Utah,Salt Lake City,Women's Athletic Footwear,10,325,3250,1300,0.4,In-store
8738012,West Gear,1185732,12-09-2021,West,Utah,Salt Lake City,Men's Apparel,20,325,6500,2275,0.35,In-store
3028007,West Gear,1185732,12-09-2021,West,Utah,Salt Lake City,Women's Apparel,25,400,10000,5000,0.5,In-store
5493134,West Gear,1185732,11-10-2021,West,Utah,Salt Lake City,Men's Street Footwear,30,575,17250,6900,0.4,In-store
6561974,West Gear,1185732,11-10-2021,West,Utah,Salt Lake City,Men's Athletic Footwear,20,400,8000,2800,0.35,In-store
3202180,West Gear,1185732,11-10-2021,West,Utah,Salt Lake City,Women's Street Footwear,20,300,6000,2100,0.35,In-store
4038328,West Gear,1185732,11-10-2021,West,Utah,Salt Lake City,Women's Athletic Footwear,20,275,5500,2200,0.4,In-store
6832018,West Gear,1185732,11-10-2021,West,Utah,Salt Lake City,Men's Apparel,30,275,8250,2887.5,0.35,In-store
7980392,West Gear,1185732,11-10-2021,West,Utah,Salt Lake City,Women's Apparel,35,400,14000,7000,0.5,In-store
9893272,West Gear,1185732,11-11-2021,West,Utah,Salt Lake City,Men's Street Footwear,30,550,16500,6600,0.4,In-store
9836638,West Gear,1185732,11-11-2021,West,Utah,Salt Lake City,Men's Athletic Footwear,20,400,8000,2800,0.35,In-store
5745661,West Gear,1185732,11-11-2021,West,Utah,Salt Lake City,Women's Street Footwear,20,345,6900,2415,0.35,In-store
8051283,West Gear,1185732,11-11-2021,West,Utah,Salt Lake City,Women's Athletic Footwear,20,375,7500,3000,0.4,In-store
9829613,West Gear,1185732,11-11-2021,West,Utah,Salt Lake City,Men's Apparel,40,350,14000,4900,0.35,In-store
5343333,West Gear,1185732,11-11-2021,West,Utah,Salt Lake City,Women's Apparel,45,450,20250,10125,0.5,In-store
9218125,West Gear,1185732,10-12-2021,West,Utah,Salt Lake City,Men's Street Footwear,40,700,28000,11200,0.4,In-store
7144482,West Gear,1185732,10-12-2021,West,Utah,Salt Lake City,Men's Athletic Footwear,30,500,15000,5250,0.35,In-store
1340077,West Gear,1185732,10-12-2021,West,Utah,Salt Lake City,Women's Street Footwear,30,450,13500,4725,0.35,In-store
3401798,West Gear,1185732,10-12-2021,West,Utah,Salt Lake City,Women's Athletic Footwear,30,400,12000,4800,0.4,In-store
3576694,West Gear,1185732,10-12-2021,West,Utah,Salt Lake City,Men's Apparel,40,400,16000,5600,0.35,In-store
9236463,West Gear,1185732,10-12-2021,West,Utah,Salt Lake City,Women's Apparel,45,500,22500,11250,0.5,In-store
1365061,West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Men's Street Footwear,30,350,10500,3675,0.35,In-store
9587839,West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Men's Athletic Footwear,40,350,14000,4900,0.35,In-store
8214926,West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Women's Street Footwear,40,350,14000,4900,0.35,In-store
5929927,West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Women's Athletic Footwear,40,200,8000,2800,0.35,In-store
3675346,West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Men's Apparel,45,150,6750,2700,0.4,In-store
8946389,West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Women's Apparel,40,400,16000,4800,0.3,In-store
4057221,West Gear,1128299,24-02-2021,West,Utah,Salt Lake City,Men's Street Footwear,30,450,13500,4725,0.35,In-store
2709190,West Gear,1128299,24-02-2021,West,Utah,Salt Lake City,Men's Athletic Footwear,40,350,14000,4900,0.35,In-store
3370403,West Gear,1128299,24-02-2021,West,Utah,Salt Lake City,Women's Street Footwear,40,350,14000,4900,0.35,In-store
1094596,West Gear,1128299,24-02-2021,West,Oregon,Portland,Women's Athletic Footwear,40,200,8000,2800,0.35,In-store
9074996,West Gear,1128299,24-02-2021,West,Oregon,Portland,Men's Apparel,45,125,5625,2250,0.4,In-store
1210895,West Gear,1128299,24-02-2021,West,Oregon,Portland,Women's Apparel,40,325,13000,3900,0.3,In-store
1698225,West Gear,1128299,23-03-2021,West,Oregon,Portland,Men's Street Footwear,40,475,19000,6650,0.35,In-store
6098036,West Gear,1128299,23-03-2021,West,Oregon,Portland,Men's Athletic Footwear,50,325,16250,5687.5,0.35,In-store
5784925,West Gear,1128299,23-03-2021,West,Oregon,Portland,Women's Street Footwear,55,350,19250,6737.5,0.35,In-store
7665761,West Gear,1128299,23-03-2021,West,Oregon,Portland,Women's Athletic Footwear,50,250,12500,4375,0.35,In-store
2669680,West Gear,1128299,23-03-2021,West,Oregon,Portland,Men's Apparel,55,100,5500,2200,0.4,In-store
2195369,West Gear,1128299,23-03-2021,West,Oregon,Portland,Women's Apparel,50,300,15000,4500,0.3,In-store
8987392,West Gear,1128299,24-04-2021,West,Oregon,Portland,Men's Street Footwear,55,475,26125,9143.75,0.35,In-store
3499455,West Gear,1128299,24-04-2021,West,Oregon,Portland,Men's Athletic Footwear,60,275,16500,5775,0.35,In-store
6178740,West Gear,1128299,24-04-2021,West,Oregon,Portland,Women's Street Footwear,60,325,19500,6825,0.35,In-store
8322725,West Gear,1128299,24-04-2021,West,Oregon,Portland,Women's Athletic Footwear,45,225,10125,3543.75,0.35,In-store
5180966,West Gear,1128299,24-04-2021,West,Oregon,Portland,Men's Apparel,50,125,6250,2500,0.4,In-store
9368225,West Gear,1128299,24-04-2021,West,Oregon,Portland,Women's Apparel,65,300,19500,5850,0.3,In-store
7420355,West Gear,1128299,25-05-2021,West,Oregon,Portland,Men's Street Footwear,50,500,25000,8750,0.35,In-store
5654423,West Gear,1128299,25-05-2021,West,Oregon,Portland,Men's Athletic Footwear,55,350,19250,6737.5,0.35,In-store
3715859,West Gear,1128299,25-05-2021,West,Oregon,Portland,Women's Street Footwear,55,350,19250,6737.5,0.35,In-store
1057667,West Gear,1128299,25-05-2021,West,Oregon,Portland,Women's Athletic Footwear,50,275,13750,4812.5,0.35,In-store
4383705,West Gear,1128299,25-05-2021,West,Oregon,Portland,Men's Apparel,45,175,7875,3150,0.4,In-store
9360044,West Gear,1128299,25-05-2021,West,Oregon,Portland,Women's Apparel,60,525,31500,9450,0.3,In-store
8757638,West Gear,1128299,24-06-2021,West,Oregon,Portland,Men's Street Footwear,55,775,42625,14918.75,0.35,In-store
9826301,West Gear,1128299,24-06-2021,West,Oregon,Portland,Men's Athletic Footwear,65,650,42250,14787.5,0.35,In-store
4174421,West Gear,1128299,24-06-2021,West,Oregon,Portland,Women's Street Footwear,80,650,52000,18200,0.35,In-store
2195811,West Gear,1128299,24-06-2021,West,Oregon,Portland,Women's Athletic Footwear,80,525,42000,14700,0.35,In-store
3539388,West Gear,1128299,24-06-2021,West,Oregon,Portland,Men's Apparel,90,400,36000,14400,0.4,In-store
9863703,West Gear,1128299,24-06-2021,West,Oregon,Portland,Women's Apparel,105,700,73500,22050,0.3,In-store
6852124,West Gear,1128299,23-07-2021,West,Oregon,Portland,Men's Street Footwear,85,850,72250,25287.5,0.35,In-store
1005514,West Gear,1128299,23-07-2021,West,Oregon,Portland,Men's Athletic Footwear,90,700,63000,22050,0.35,In-store
2780374,West Gear,1128299,23-07-2021,West,Oregon,Portland,Women's Street Footwear,90,650,58500,20475,0.35,In-store
9877650,West Gear,1128299,23-07-2021,West,Oregon,Portland,Women's Athletic Footwear,85,550,46750,16362.5,0.35,In-store
3351523,West Gear,1128299,23-07-2021,West,Oregon,Portland,Men's Apparel,90,600,54000,21600,0.4,In-store
8308970,West Gear,1128299,23-07-2021,West,Oregon,Portland,Women's Apparel,105,600,63000,18900,0.3,In-store
4001222,West Gear,1128299,24-08-2021,West,Oregon,Portland,Men's Street Footwear,90,800,72000,25200,0.35,In-store
5801454,West Gear,1128299,24-08-2021,West,Oregon,Portland,Men's Athletic Footwear,80,775,62000,21700,0.35,In-store
9647167,West Gear,1128299,24-08-2021,West,Oregon,Portland,Women's Street Footwear,70,650,45500,15925,0.35,In-store
9206821,West Gear,1128299,24-08-2021,West,Oregon,Portland,Women's Athletic Footwear,70,425,29750,10412.5,0.35,In-store
1125337,West Gear,1128299,24-08-2021,West,Oregon,Portland,Men's Apparel,70,425,29750,11900,0.4,In-store
1066669,West Gear,1128299,24-08-2021,West,Oregon,Portland,Women's Apparel,75,250,18750,5625,0.3,In-store
7132250,West Gear,1128299,25-09-2021,West,Oregon,Portland,Men's Street Footwear,50,450,22500,7875,0.35,In-store
1502619,West Gear,1128299,25-09-2021,West,Oregon,Portland,Men's Athletic Footwear,55,450,24750,8662.5,0.35,In-store
5144312,West Gear,1128299,25-09-2021,West,Oregon,Portland,Women's Street Footwear,50,250,12500,4375,0.35,In-store
8479629,West Gear,1128299,25-09-2021,West,Oregon,Portland,Women's Athletic Footwear,50,200,10000,3500,0.35,In-store
2709195,West Gear,1128299,25-09-2021,West,Oregon,Portland,Men's Apparel,60,225,13500,5400,0.4,In-store
3059606,West Gear,1128299,25-09-2021,West,Oregon,Portland,Women's Apparel,45,250,11250,3375,0.3,In-store
4074873,West Gear,1128299,24-10-2021,West,Oregon,Portland,Men's Street Footwear,40,350,14000,4900,0.35,In-store
8342260,West Gear,1128299,24-10-2021,West,Oregon,Portland,Men's Athletic Footwear,55,525,28875,10106.25,0.35,In-store
5999616,West Gear,1128299,24-10-2021,West,Oregon,Portland,Women's Street Footwear,50,350,17500,6125,0.35,In-store
2299867,West Gear,1128299,24-10-2021,West,Oregon,Portland,Women's Athletic Footwear,45,325,14625,5118.75,0.35,In-store
7866849,West Gear,1128299,24-10-2021,West,Oregon,Portland,Men's Apparel,55,300,16500,6600,0.4,In-store
5369977,West Gear,1128299,24-10-2021,West,Oregon,Portland,Women's Apparel,60,350,21000,6300,0.3,In-store
1854411,West Gear,1128299,24-11-2021,West,Oregon,Portland,Men's Street Footwear,45,575,25875,9056.25,0.35,In-store
7529158,West Gear,1128299,24-11-2021,West,Oregon,Portland,Men's Athletic Footwear,50,650,32500,11375,0.35,In-store
6801055,West Gear,1128299,24-11-2021,West,Oregon,Portland,Women's Street Footwear,45,475,21375,7481.25,0.35,In-store
4766985,West Gear,1128299,24-11-2021,West,Oregon,Portland,Women's Athletic Footwear,55,450,24750,8662.5,0.35,In-store
3106737,West Gear,1128299,24-11-2021,West,Oregon,Portland,Men's Apparel,75,425,31875,12750,0.4,In-store
4758337,West Gear,1128299,24-11-2021,West,Oregon,Portland,Women's Apparel,80,550,44000,13200,0.3,In-store
8722605,West Gear,1128299,23-12-2021,West,Oregon,Portland,Men's Street Footwear,65,750,48750,17062.5,0.35,In-store
5598107,West Gear,1128299,23-12-2021,West,Oregon,Portland,Men's Athletic Footwear,75,750,56250,19687.5,0.35,In-store
3730979,West Gear,1128299,23-12-2021,West,Oregon,Portland,Women's Street Footwear,70,550,38500,13475,0.35,In-store
1487468,West Gear,1128299,23-12-2021,West,Oregon,Portland,Women's Athletic Footwear,70,550,38500,13475,0.35,In-store
7128598,West Gear,1128299,23-12-2021,West,Oregon,Portland,Men's Apparel,80,475,38000,15200,0.4,In-store
5678698,West Gear,1128299,23-12-2021,West,Oregon,Portland,Women's Apparel,85,575,48875,14662.5,0.3,In-store
2242852,West Gear,1128299,17-01-2021,West,Oregon,Portland,Men's Street Footwear,35,400,14000,5600,0.4,In-store
3851324,West Gear,1128299,17-01-2021,West,Oregon,Portland,Men's Athletic Footwear,45,400,18000,7200,0.4,In-store
7613341,West Gear,1128299,17-01-2021,West,Oregon,Portland,Women's Street Footwear,45,400,18000,7200,0.4,In-store
6694451,West Gear,1128299,17-01-2021,West,Oregon,Portland,Women's Athletic Footwear,45,250,11250,4500,0.4,In-store
6585604,West Gear,1128299,17-01-2021,West,Oregon,Portland,Men's Apparel,50,200,10000,4500,0.45,In-store
9761316,West Gear,1128299,17-01-2021,West,Oregon,Portland,Women's Apparel,45,450,20250,7087.5,0.35,In-store
9762571,West Gear,1128299,17-02-2021,West,Oregon,Portland,Men's Street Footwear,35,500,17500,7000,0.4,In-store
6634735,West Gear,1128299,17-02-2021,West,Oregon,Portland,Men's Athletic Footwear,45,400,18000,7200,0.4,In-store
1947499,West Gear,1128299,17-02-2021,West,Oregon,Portland,Women's Street Footwear,45,400,18000,7200,0.4,In-store
2793112,West Gear,1128299,17-02-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,45,250,11250,4500,0.4,In-store
3747548,West Gear,1128299,17-02-2021,South,Louisiana,New Orleans,Men's Apparel,50,175,8750,3937.5,0.45,In-store
7277274,West Gear,1128299,17-02-2021,South,Louisiana,New Orleans,Women's Apparel,45,375,16875,5906.25,0.35,In-store
6794086,West Gear,1128299,16-03-2021,South,Louisiana,New Orleans,Men's Street Footwear,45,525,23625,9450,0.4,In-store
2516900,West Gear,1128299,16-03-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,55,375,20625,8250,0.4,In-store
4643667,West Gear,1128299,16-03-2021,South,Louisiana,New Orleans,Women's Street Footwear,60,400,24000,9600,0.4,In-store
6687722,West Gear,1128299,16-03-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,55,300,16500,6600,0.4,In-store
9642961,West Gear,1128299,16-03-2021,South,Louisiana,New Orleans,Men's Apparel,60,150,9000,4050,0.45,In-store
5318126,West Gear,1128299,16-03-2021,South,Louisiana,New Orleans,Women's Apparel,45,350,15750,5512.5,0.35,In-store
4651756,West Gear,1128299,17-04-2021,South,Louisiana,New Orleans,Men's Street Footwear,50,525,26250,10500,0.4,In-store
8660859,West Gear,1128299,17-04-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,55,325,17875,7150,0.4,In-store
6489336,West Gear,1128299,17-04-2021,South,Louisiana,New Orleans,Women's Street Footwear,55,375,20625,8250,0.4,In-store
1582113,West Gear,1128299,17-04-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,40,275,11000,4400,0.4,In-store
5813969,West Gear,1128299,17-04-2021,South,Louisiana,New Orleans,Men's Apparel,45,175,7875,3543.75,0.45,In-store
1812706,West Gear,1128299,17-04-2021,South,Louisiana,New Orleans,Women's Apparel,60,350,21000,7350,0.35,In-store
5428560,West Gear,1128299,18-05-2021,South,Louisiana,New Orleans,Men's Street Footwear,45,550,24750,9900,0.4,In-store
9038067,West Gear,1128299,18-05-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,50,400,20000,8000,0.4,In-store
2900453,West Gear,1128299,18-05-2021,South,Louisiana,New Orleans,Women's Street Footwear,50,400,20000,8000,0.4,In-store
2775434,West Gear,1128299,18-05-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,45,325,14625,5850,0.4,In-store
2303436,West Gear,1128299,18-05-2021,South,Louisiana,New Orleans,Men's Apparel,40,225,9000,4050,0.45,In-store
8872478,West Gear,1128299,18-05-2021,South,Louisiana,New Orleans,Women's Apparel,65,575,37375,13081.25,0.35,Online
6085277,West Gear,1128299,17-06-2021,South,Louisiana,New Orleans,Men's Street Footwear,60,825,49500,19800,0.4,Online
2458842,West Gear,1128299,17-06-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,70,700,49000,19600,0.4,Online
2071910,West Gear,1128299,17-06-2021,South,Louisiana,New Orleans,Women's Street Footwear,85,700,59500,23800,0.4,Online
9534106,West Gear,1128299,17-06-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,85,575,48875,19550,0.4,Online
6869170,West Gear,1128299,17-06-2021,South,Louisiana,New Orleans,Men's Apparel,95,450,42750,19237.5,0.45,Online
2687338,West Gear,1128299,17-06-2021,South,Louisiana,New Orleans,Women's Apparel,110,750,82500,28875,0.35,Online
5131180,West Gear,1128299,16-07-2021,South,Louisiana,New Orleans,Men's Street Footwear,90,900,81000,32400,0.4,Online
6578342,West Gear,1128299,16-07-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,95,750,71250,28500,0.4,Online
8492239,West Gear,1128299,16-07-2021,South,Louisiana,New Orleans,Women's Street Footwear,95,700,66500,26600,0.4,Online
1072739,West Gear,1128299,16-07-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,90,600,54000,21600,0.4,Online
6133791,West Gear,1128299,16-07-2021,South,Louisiana,New Orleans,Men's Apparel,95,650,61750,27787.5,0.45,Online
8230861,West Gear,1128299,16-07-2021,South,Louisiana,New Orleans,Women's Apparel,110,650,71500,25025,0.35,Online
4452743,West Gear,1128299,17-08-2021,South,Louisiana,New Orleans,Men's Street Footwear,95,850,80750,32300,0.4,Online
5077190,West Gear,1128299,17-08-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,85,825,70125,28050,0.4,Online
1555221,West Gear,1128299,17-08-2021,South,Louisiana,New Orleans,Women's Street Footwear,75,700,52500,21000,0.4,Online
9790021,West Gear,1128299,17-08-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,75,475,35625,14250,0.4,Online
6332408,West Gear,1128299,17-08-2021,South,Louisiana,New Orleans,Men's Apparel,65,475,30875,13893.75,0.45,Online
8501934,West Gear,1128299,17-08-2021,South,Louisiana,New Orleans,Women's Apparel,70,300,21000,7350,0.35,Online
4418696,West Gear,1128299,18-09-2021,South,Louisiana,New Orleans,Men's Street Footwear,45,500,22500,9000,0.4,Online
4657494,West Gear,1128299,18-09-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,50,500,25000,10000,0.4,Online
8281564,West Gear,1128299,18-09-2021,South,Louisiana,New Orleans,Women's Street Footwear,45,300,13500,5400,0.4,Online
9180732,West Gear,1128299,18-09-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,45,250,11250,4500,0.4,Online
1165218,West Gear,1128299,18-09-2021,South,Louisiana,New Orleans,Men's Apparel,55,275,15125,6806.25,0.45,Online
3624982,West Gear,1128299,18-09-2021,South,Louisiana,New Orleans,Women's Apparel,40,300,12000,4200,0.35,Online
4028499,West Gear,1128299,17-10-2021,South,Louisiana,New Orleans,Men's Street Footwear,35,400,14000,5600,0.4,Online
6234071,West Gear,1128299,17-10-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,50,575,28750,11500,0.4,Online
2451632,West Gear,1128299,17-10-2021,South,Louisiana,New Orleans,Women's Street Footwear,45,400,18000,7200,0.4,Online
2086549,West Gear,1128299,17-10-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,40,375,15000,6000,0.4,Online
2542630,West Gear,1128299,17-10-2021,South,Louisiana,New Orleans,Men's Apparel,50,350,17500,7875,0.45,Online
7145265,West Gear,1128299,17-10-2021,South,Louisiana,New Orleans,Women's Apparel,55,400,22000,7700,0.35,Online
5360451,West Gear,1128299,17-11-2021,South,Louisiana,New Orleans,Men's Street Footwear,40,625,25000,10000,0.4,Online
5775568,West Gear,1128299,17-11-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,45,700,31500,12600,0.4,Online
3486162,West Gear,1128299,17-11-2021,South,Louisiana,New Orleans,Women's Street Footwear,40,525,21000,8400,0.4,Online
4599030,West Gear,1128299,17-11-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,50,500,25000,10000,0.4,Online
2855438,West Gear,1128299,17-11-2021,South,Louisiana,New Orleans,Men's Apparel,70,475,33250,14962.5,0.45,Online
2237187,West Gear,1128299,17-11-2021,South,Louisiana,New Orleans,Women's Apparel,85,600,51000,17850,0.35,Online
8604165,West Gear,1128299,16-12-2021,South,Louisiana,New Orleans,Men's Street Footwear,70,800,56000,22400,0.4,Online
2992542,West Gear,1128299,16-12-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,80,800,64000,25600,0.4,Online
4341129,Foot Locker,1128299,16-12-2021,South,Louisiana,New Orleans,Women's Street Footwear,75,600,45000,18000,0.4,Online
4875220,Foot Locker,1128299,16-12-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,75,600,45000,18000,0.4,Online
3970711,Foot Locker,1128299,16-12-2021,South,Louisiana,New Orleans,Men's Apparel,85,525,44625,20081.25,0.45,Online
5701646,Foot Locker,1128299,16-12-2021,South,Louisiana,New Orleans,Women's Apparel,90,625,56250,19687.5,0.35,Online
3611009,Foot Locker,1197831,05-01-2021,South,Louisiana,New Orleans,Men's Street Footwear,20,675,13500,4050,0.3,Online
7291092,Foot Locker,1197831,05-01-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,30,675,20250,6075,0.3,Online
6421351,Foot Locker,1197831,05-01-2021,South,Louisiana,New Orleans,Women's Street Footwear,30,475,14250,4275,0.3,Online
5272544,Foot Locker,1197831,05-01-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,35,475,16625,6650,0.4,Online
9585037,Foot Locker,1197831,05-01-2021,South,Louisiana,New Orleans,Men's Apparel,40,325,13000,3250,0.25,Online
8411386,West Gear,1197831,05-01-2021,South,Louisiana,New Orleans,Women's Apparel,35,475,16625,7481.25,0.45,Online
7283282,Foot Locker,1197831,04-02-2021,South,Louisiana,New Orleans,Men's Street Footwear,25,625,15625,4687.5,0.3,Online
8672115,Foot Locker,1197831,04-02-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,35,600,21000,6300,0.3,Online
9420251,Foot Locker,1197831,04-02-2021,South,Louisiana,New Orleans,Women's Street Footwear,35,425,14875,4462.5,0.3,Online
2157092,Foot Locker,1197831,04-02-2021,West,Idaho,Boise,Women's Athletic Footwear,35,375,13125,5250,0.4,Online
1183708,Foot Locker,1197831,04-02-2021,West,Idaho,Boise,Men's Apparel,40,250,10000,2500,0.25,Online
5628532,Foot Locker,1197831,04-02-2021,West,Idaho,Boise,Women's Apparel,35,450,15750,7087.5,0.45,Online
1062071,Foot Locker,1197831,06-03-2021,West,Idaho,Boise,Men's Street Footwear,30,625,18750,6562.5,0.35,Online
6653344,Foot Locker,1197831,06-03-2021,West,Idaho,Boise,Men's Athletic Footwear,40,625,25000,8750,0.35,Online
1247081,Foot Locker,1197831,06-03-2021,West,Idaho,Boise,Women's Street Footwear,30,450,13500,4725,0.35,Online
7740525,Foot Locker,1197831,06-03-2021,West,Idaho,Boise,Women's Athletic Footwear,35,350,12250,5512.5,0.45,Online
7220206,West Gear,1197831,06-03-2021,West,Idaho,Boise,Men's Apparel,40,250,10000,3000,0.3,Online
7510493,West Gear,1197831,06-03-2021,West,Idaho,Boise,Women's Apparel,35,400,14000,7000,0.5,Online
4669846,West Gear,1197831,05-04-2021,West,Idaho,Boise,Men's Street Footwear,20,650,13000,4550,0.35,Online
7788733,West Gear,1197831,05-04-2021,West,Idaho,Boise,Men's Athletic Footwear,30,650,19500,6825,0.35,Online
7235959,West Gear,1197831,05-04-2021,West,Idaho,Boise,Women's Street Footwear,25,475,11875,4156.25,0.35,Online
7137089,West Gear,1197831,05-04-2021,West,Idaho,Boise,Women's Athletic Footwear,30,375,11250,5062.5,0.45,Online
9225049,West Gear,1197831,05-04-2021,West,Idaho,Boise,Men's Apparel,35,275,9625,2887.5,0.3,Online
1302659,West Gear,1197831,05-04-2021,West,Idaho,Boise,Women's Apparel,30,550,16500,8250,0.5,Online
1971953,West Gear,1197831,05-05-2021,West,Idaho,Boise,Men's Street Footwear,20,700,14000,4900,0.35,Online
1359458,West Gear,1197831,05-05-2021,West,Idaho,Boise,Men's Athletic Footwear,30,725,21750,7612.5,0.35,Online
2261200,West Gear,1197831,05-05-2021,West,Idaho,Boise,Women's Street Footwear,25,575,14375,5031.25,0.35,Online
5927149,West Gear,1197831,05-05-2021,West,Idaho,Boise,Women's Athletic Footwear,35,500,17500,7875,0.45,Online
3273478,West Gear,1197831,05-05-2021,West,Idaho,Boise,Men's Apparel,50,400,20000,6000,0.3,Online
9487804,West Gear,1197831,05-05-2021,West,Idaho,Boise,Women's Apparel,45,750,33750,16875,0.5,Online
4764485,West Gear,1197831,04-06-2021,West,Idaho,Boise,Men's Street Footwear,45,750,33750,11812.5,0.35,Online
1693165,West Gear,1197831,04-06-2021,West,Idaho,Boise,Men's Athletic Footwear,50,750,37500,13125,0.35,Online
4136659,West Gear,1197831,04-06-2021,West,Idaho,Boise,Women's Street Footwear,50,600,30000,10500,0.35,Online
1481151,West Gear,1197831,04-06-2021,West,Idaho,Boise,Women's Athletic Footwear,50,550,27500,12375,0.45,Online
2061955,West Gear,1197831,04-06-2021,West,Idaho,Boise,Men's Apparel,55,450,24750,7425,0.3,Online
1878957,West Gear,1197831,04-06-2021,West,Idaho,Boise,Women's Apparel,60,825,49500,24750,0.5,Online
6011131,West Gear,1197831,06-07-2021,West,Idaho,Boise,Men's Street Footwear,50,775,38750,15500,0.4,Online
7520320,West Gear,1197831,06-07-2021,West,Idaho,Boise,Men's Athletic Footwear,55,775,42625,17050,0.4,Online
5251888,West Gear,1197831,06-07-2021,West,Idaho,Boise,Women's Street Footwear,50,925,46250,18500,0.4,Online
8875014,West Gear,1197831,06-07-2021,West,Idaho,Boise,Women's Athletic Footwear,50,525,26250,13125,0.5,Online
8297971,West Gear,1197831,06-07-2021,West,Idaho,Boise,Men's Apparel,55,525,28875,10106.25,0.35,Online
5051608,Foot Locker,1197831,06-07-2021,West,Idaho,Boise,Women's Apparel,65,800,52000,28600,0.55,Online
1608998,Foot Locker,1197831,08-08-2021,West,Idaho,Boise,Men's Street Footwear,50,750,37500,15000,0.4,Online
7679579,Foot Locker,1197831,08-08-2021,West,Idaho,Boise,Men's Athletic Footwear,55,750,41250,16500,0.4,Online
3351501,Foot Locker,1197831,08-08-2021,West,Idaho,Boise,Women's Street Footwear,50,925,46250,18500,0.4,Online
2758593,Foot Locker,1197831,08-08-2021,West,Idaho,Boise,Women's Athletic Footwear,50,475,23750,11875,0.5,Online
6305296,Sports Direct,1197831,08-08-2021,West,Idaho,Boise,Men's Apparel,55,475,26125,9143.75,0.35,Online
4123257,Sports Direct,1197831,08-08-2021,West,Idaho,Boise,Women's Apparel,60,725,43500,23925,0.55,Online
8148335,Sports Direct,1197831,05-09-2021,West,Idaho,Boise,Men's Street Footwear,55,675,37125,14850,0.4,Online
6079382,Sports Direct,1197831,05-09-2021,West,Idaho,Boise,Men's Athletic Footwear,55,625,34375,13750,0.4,Online
9046897,Sports Direct,1197831,05-09-2021,West,Idaho,Boise,Women's Street Footwear,60,675,40500,16200,0.4,Online
5507149,Sports Direct,1197831,05-09-2021,West,Idaho,Boise,Women's Athletic Footwear,60,400,24000,12000,0.5,Online
9267245,Sports Direct,1197831,05-09-2021,West,Idaho,Boise,Men's Apparel,55,400,22000,7700,0.35,Online
